1.00017;-3.90625e-05;2.77465
2.02728;-3.90625e-05;2.73451
3.0551;-3.90625e-05;3.38786
4.08966;0.000273438;4.1635
5.15359;0.000664063;4.566
6.20266;0.00101562;4.77054
7.24696;0.00152344;5.2136
8.29653;0.00199219;5.65709
9.34004;0.00242188;6.15743
10.3615;0.0028125;6.5117
11.4511;0.00320312;6.86857
12.5609;0.00359375;6.98683
13.6241;0.00410156;7.57324
14.6359;0.00476563;8.10529
15.7084;0.00539062;8.56939
16.8394;0.00601562;9.01511
17.8753;0.0065625;9.39188
18.9532;0.00710937;9.75774
20.0719;0.00777344;10.1141
21.2304;0.00859375;10.462
22.2544;0.00929687;10.7031
23.3064;0.01;11.0412
24.3861;0.0107031;11.3238
25.4929;0.0114062;11.6022
26.6265;0.0123828;11.8769
27.7866;0.0133203;12.1482
28.9728;0.0142578;12.369
29.981;0.0150391;12.6378
31.007;0.0158203;12.8106
32.0507;0.0167969;13.0286
33.1114;0.0177734;13.2695
34.1859;0.01875;13.3818
35.2663;0.0197266;13.3982
36.3455;0.0207031;13.3829
37.4174;0.0216797;13.1955
38.4758;0.0226562;13.0755
39.5245;0.0236328;12.9675
40.5667;0.0246094;12.9005
41.6056;0.0255859;12.8727
42.6439;0.0265625;12.8842
43.6841;0.0275391;12.9103
44.728;0.0285937;12.9654
45.7773;0.0297656;13.0387
46.8332;0.0309375;13.1489
47.8965;0.0321094;13.2064
48.9606;0.0332812;13.1906
50.0245;0.0344531;13.2313
51.1052;0.035625;13.5528
52.207;0.0369141;13.7589
53.3294;0.0382813;14.0702
54.4723;0.0396484;14.3223
55.6353;0.0410156;14.5704
56.8181;0.0425391;14.7625
58.0204;0.0441016;15.055
59.242;0.0457031;15.2919
60.4825;0.0472656;15.5255
61.4884;0.0485156;15.7101
62.5059;0.0499219;15.8436
63.527;0.0513281;15.8313
64.548;0.0527344;15.8163
65.5731;0.0541406;16.0176
66.6115;0.0555469;16.1654
67.6626;0.0569531;16.3632
68.7263;0.0583594;16.6077
69.8022;0.0598047;16.7953
70.8901;0.0613672;16.9787
71.9897;0.0629297;17.1095
73.1013;0.0644922;17.3336
74.2236;0.0660938;17.5054
75.3569;0.0678125;17.6738
76.5009;0.0695312;17.839
77.6555;0.07125;18.0012
78.8205;0.0730078;18.1167
79.9946;0.0748828;18.2302
81.1698;0.0767578;18.217
82.3439;0.0786328;18.2429
83.5251;0.0805078;18.37
84.7175;0.0823828;18.5878
85.9206;0.0842578;18.7061
87.134;0.0862109;18.8628
88.3571;0.0882422;19.0536
89.5896;0.0902734;19.1565
90.8311;0.0923047;19.2945
92.0813;0.0943359;19.4645
93.3399;0.0965234;19.5561
94.6066;0.0987109;19.6807
95.8812;0.100898;19.802
97.1635;0.103086;19.9538
98.4534;0.105273;20.069
99.7484;0.1075;20.0796
101.043;0.109844;20.0606
102.336;0.112187;20.0488
103.63;0.114531;20.0743
104.927;0.116875;20.1332
106.227;0.119258;20.1714
107.531;0.121602;20.2547
108.84;0.124102;20.335
110.153;0.126602;20.3921
111.473;0.129102;20.479
112.798;0.131602;20.5709
114.129;0.134102;20.6669
115.131;0.136016;20.771
116.137;0.138008;20.8173
117.147;0.14;20.895
118.161;0.141992;21.0008
119.178;0.143984;21.0545
120.2;0.145977;21.168
121.225;0.147969;21.2184
122.255;0.149961;21.3345
123.288;0.15207;21.3859
124.326;0.15418;21.4707
125.367;0.156289;21.5223
126.407;0.158398;21.5081
127.447;0.160508;21.4918
128.487;0.162617;21.552
129.532;0.164727;21.6598
130.581;0.166992;21.7655
131.636;0.169219;21.8682
132.696;0.171445;21.9301
133.76;0.173672;22.0282
134.83;0.175937;22.1602
135.904;0.178281;22.2171
136.982;0.180625;22.3434
138.064;0.182969;22.4321
139.151;0.185312;22.5192
140.241;0.187695;22.6047
141.336;0.190156;22.6557
142.435;0.192617;22.7716
143.538;0.195078;22.8534
144.645;0.197539;22.902
145.756;0.2;23.0138
146.87;0.2025;23.0612
147.989;0.205078;23.1707
149.111;0.207656;23.2482
150.237;0.210234;23.325
151.366;0.212812;23.4012
152.5;0.215391;23.4464
153.637;0.218008;23.5521
154.777;0.220703;23.5966
155.921;0.223398;23.7013
157.069;0.226133;23.7453
158.221;0.228828;23.849
159.376;0.231523;23.9224
160.534;0.234336;23.9657
161.696;0.237148;24.0684
162.862;0.239961;24.1113
164.031;0.242773;24.1838
165.203;0.245586;24.256
166.379;0.248437;24.328
167.559;0.251367;24.4294
168.742;0.254297;24.501
169.928;0.257227;24.5724
171.118;0.260156;24.6144
172.311;0.263125;24.6856
173.508;0.266172;24.7566
174.708;0.269219;24.8275
